-0.500000,12.001614
-0.493164,12.039015
-0.486329,12.076869
-0.479493,12.115183
-0.472658,12.153955
-0.465822,12.193187
-0.458986,12.232873
-0.452151,12.273020
-0.445315,12.313622
-0.438479,12.354680
-0.431644,12.396191
-0.424808,12.438157
-0.417973,12.480572
-0.411137,12.523433
-0.404301,12.566740
-0.397466,12.610485
-0.390630,12.654671
-0.383795,12.699286
-0.376959,12.744334
-0.370123,12.789804
-0.363288,12.835691
-0.356452,12.881990
-0.349617,12.928699
-0.342781,12.975801
-0.335945,13.023297
-0.329110,13.071179
-0.322274,13.119434
-0.315438,13.168061
-0.308603,13.217044
-0.301767,13.266375
-0.294932,13.316045
-0.288096,13.366043
-0.281260,13.416360
-0.274425,13.466982
-0.267589,13.517899
-0.260754,13.569099
-0.253918,13.620569
-0.247082,13.672295
-0.240247,13.724263
-0.233411,13.776464
-0.226576,13.828876
-0.219740,13.881492
-0.212904,13.934294
-0.206069,13.987269
-0.199233,14.040400
-0.192397,14.093669
-0.185562,14.147064
-0.178726,14.200567
-0.171891,14.254165
-0.165055,14.307837
-0.158219,14.361568
-0.151384,14.415344
-0.144548,14.469146
-0.137713,14.522958
-0.130877,14.576765
-0.124041,14.630547
-0.117206,14.684289
-0.110370,14.737975
-0.103535,14.791589
-0.096699,14.845114
-0.089863,14.895847
-0.083028,14.885919
-0.076192,14.875813
-0.069356,14.865531
-0.062521,14.855066
-0.055685,14.844419
-0.048850,14.833586
-0.042014,14.822561
-0.035178,14.811344
-0.028343,14.799932
-0.021507,14.788320
-0.014672,14.776507
-0.007836,14.764486
-0.001000,14.752259
0.005835,14.739819
0.012671,14.727165
0.019507,14.714292
0.026342,14.701198
0.033178,14.687880
0.040013,14.674333
0.046849,14.660554
0.053685,14.646542
0.060520,14.632292
0.067356,14.617801
0.074191,14.603067
0.081027,14.588083
0.087863,14.572849
0.094698,14.557362
0.101534,14.541615
0.108369,14.525607
0.115205,14.509336
0.122041,14.492797
0.128876,14.475987
0.135712,14.458902
0.142548,14.441538
0.149383,14.423895
0.156219,14.405968
0.163054,14.387752
0.169890,14.369246
0.176726,14.350445
0.183561,14.331349
0.190397,14.311951
0.197232,14.292250
0.204068,14.272242
0.210904,14.251927
0.217739,14.231299
0.224575,14.210359
0.231410,14.189098
0.238246,14.167520
0.245082,14.145618
0.251917,14.123393
0.258753,14.100842
0.265589,14.077962
0.272424,14.054753
0.279260,14.031213
0.286095,14.007339
0.292931,13.983132
0.299767,13.958590
0.306602,13.933713
0.313438,13.908500
0.320273,13.882949
0.327109,13.857064
0.333945,13.830843
0.340780,13.804287
0.347616,13.777401
0.354451,13.750179
0.361287,13.722629
0.368123,13.694749
0.374958,13.666545
0.381794,13.638018
0.388630,13.609172
0.395465,13.580011
0.402301,13.550539
0.409136,13.520760
0.415972,13.490677
0.422808,13.460300
0.429643,13.429634
0.436479,13.398683
0.443314,13.367455
0.450150,13.335957
0.456986,13.304195
0.463821,13.272180
0.470657,13.239919
0.477492,13.207421
0.484328,13.174696
0.491164,13.141751
0.497999,13.108599
0.504835,13.075250
0.511671,13.041711
0.518506,13.007998
0.525342,12.974118
0.532177,12.940087
0.539013,12.905913
0.545849,12.871608
0.552684,12.837186
0.559520,12.802657
0.566355,12.766833
0.573191,12.730723
0.580027,12.694547
0.586862,12.658319
0.593698,12.622049
0.600534,12.585754
0.607369,12.549444
0.614205,12.513131
0.621040,12.476831
0.627876,12.440553
0.634712,12.404311
0.641547,12.368118
0.648383,12.331985
0.655218,12.295923
0.662054,12.259945
0.668890,12.224058
0.675725,12.188274
0.682561,12.152606
0.689396,12.117063
0.696232,12.081654
0.703068,12.046386
0.709903,12.011269
0.716739,11.976311
0.723575,11.941521
0.730410,11.906904
0.737246,11.872469
0.744081,11.838221
0.750917,11.804167
0.757753,11.770310
0.764588,11.736661
0.771424,11.703217
0.778259,11.669987
0.785095,11.636972
0.791931,11.604178
0.798766,11.571609
0.805602,11.539264
0.812437,11.507146
0.819273,11.475255
0.826109,11.443597
0.832944,11.412171
0.839780,11.380978
0.846616,11.350017
0.853451,11.319288
0.860287,11.288795
0.867122,11.258531
0.873958,11.228501
0.880794,11.198701
0.887629,11.169130
0.894465,11.139790
0.901300,11.110676
0.908136,11.081786
0.914972,11.053121
0.921807,11.024677
0.928643,10.996454
0.935478,10.968446
0.942314,10.940654
0.949150,10.913074
0.955985,10.885703
0.962821,10.858541
0.969657,10.831583
0.976492,10.804826
0.983328,10.778270
0.990163,10.751911
0.996999,10.725745
1.003835,10.699771
1.010670,10.673985
1.017506,10.648384
1.024341,10.622970
1.031177,10.597733
1.038013,10.572674
1.044848,10.547791
1.051684,10.523083
1.058520,10.498544
1.065355,10.474174
1.072191,10.449967
1.079026,10.425926
1.085862,10.402047
1.092698,10.378325
1.099533,10.354761
1.106369,10.331353
1.113204,10.308097
1.120040,10.284994
1.126876,10.262040
1.133711,10.239234
1.140547,10.216575
1.147382,10.194060
1.154218,10.171690
1.161054,10.149463
1.167889,10.127377
1.174725,10.105431
1.181561,10.083623
1.188396,10.061954
1.195232,10.040422
1.202067,10.019028
1.208903,9.997769
1.215739,9.976645
1.222574,9.955653
1.229410,9.934798
1.236245,9.914077
1.243081,9.893487
1.249917,9.873032
1.256752,9.852708
1.263588,9.832517
1.270423,9.812458
1.277259,9.792532
1.284095,9.772738
1.290930,9.753075
1.297766,9.733546
1.304602,9.714149
1.311437,9.694884
1.318273,9.675752
1.325108,9.656752
1.331944,9.637885
1.338780,9.619152
1.345615,9.600554
1.352451,9.582086
1.359286,9.563754
1.366122,9.545556
1.372958,9.527493
1.379793,9.509563
1.386629,9.491772
1.393464,9.474113
1.400300,9.456591
1.407136,9.439205
1.413971,9.421955
1.420807,9.404842
1.427643,9.387865
1.434478,9.371026
1.441314,9.354325
1.448149,9.337760
1.454985,9.321333
1.461821,9.305044
1.468656,9.288893
1.475492,9.272880
1.482327,9.257006
1.489163,9.241268
1.495999,9.225670
1.502834,9.210209
1.509670,9.194887
1.516506,9.179704
1.523341,9.164658
1.530177,9.149749
1.537012,9.134977
1.543848,9.120344
1.550684,9.105847
1.557519,9.091488
1.564355,9.077265
1.571190,9.063178
1.578026,9.049227
1.584862,9.035411
1.591697,9.021730
1.598533,9.008184
1.605368,8.994771
1.612204,8.981494
1.619040,8.968348
1.625875,8.955333
1.632711,8.942451
1.639547,8.929699
1.646382,8.917077
1.653218,8.904585
1.660053,8.892221
1.666889,8.879985
1.673725,8.867877
1.680560,8.855893
1.687396,8.844036
1.694231,8.832304
1.701067,8.820694
1.707903,8.809208
1.714738,8.797843
1.721574,8.786598
1.728409,8.775474
1.735245,8.764468
1.742081,8.753579
1.748916,8.742808
1.755752,8.732152
1.762588,8.721610
1.769423,8.711183
1.776259,8.700868
1.783094,8.690663
1.789930,8.680569
1.796766,8.670585
1.803601,8.660707
1.810437,8.650937
1.817272,8.641273
1.824108,8.631713
1.830944,8.622258
1.837779,8.612905
1.844615,8.603652
1.851450,8.594501
1.858286,8.585447
1.865122,8.576492
1.871957,8.567634
1.878793,8.558872
1.885629,8.550202
1.892464,8.541629
1.899300,8.533147
1.906135,8.524755
1.912971,8.516455
1.919807,8.508244
1.926642,8.500119
1.933478,8.492082
1.940313,8.484131
1.947149,8.476264
1.953985,8.468481
1.960820,8.460782
1.967656,8.453163
1.974491,8.445624
1.981327,8.438167
1.988163,8.430786
1.994998,8.423484
2.001834,8.416259
2.008670,8.409107
2.015505,8.402032
2.022341,8.395030
2.029176,8.388101
2.036012,8.381244
2.042848,8.374456
2.049683,8.367740
2.056519,8.361092
2.063354,8.354510
2.070190,8.347999
2.077026,8.341551
2.083861,8.335172
2.090697,8.328855
2.097533,8.322602
2.104368,8.316413
2.111204,8.310286
2.118039,8.304220
2.124875,8.298214
2.131711,8.292269
2.138546,8.286384
2.145382,8.280556
2.152217,8.274784
2.159053,8.269070
2.165889,8.263412
2.172724,8.257811
2.179560,8.252264
2.186395,8.246771
2.193231,8.241330
2.200067,8.235942
2.206902,8.230608
2.213738,8.225323
